st_id,st_tui_math1,st_tui_hindi1,st_tui_other1,st_tui_math_hrs1,ts_grade1,tot_hindi1,tot_math1,per_math1,per_hindi1,m_theta_eap1,m_theta_mle1,h_theta_eap1,h_theta_mle1,any_tuition1,quint_math1,quint_hindi1,terc_math1,terc_hindi1,st_tui_math2,st_tui_hindi2,st_tui_other2,st_tui_math_hrs2,ts_grade2,tot_hindi2,tot_math2,per_math2,per_hindi2,m_theta_eap2,m_theta_mle2,h_theta_eap2,h_theta_mle2,any_tuition2,ms_center1,st_age1,st_female1,st_grade1,treat,strata,ses_index,d_sch_grade4,d_sch_grade5,d_sch_grade6,d_sch_grade7,d_sch_grade8,d_sch_grade9
TK028,1,0,0,1-2 hours,9-Aug,15,10,0.2857143,0.5,0.1755636,0.1583023,0.1574971,0.3241948,1,2,3,2,2,0,0,0,.,9-Aug,18,13,0.3714286,0.6,-0.3048603,-0.1342296,0.5660735,0.5020812,0,Tekhand,16,1,9,0,17,0.0926014,0,0,0,0,0,1
TK030,1,1,1,2-3 hours,9-Aug,12,16,0.4571429,0.4,1.263364,1.161358,0.4248813,0.4660908,1,5,3,3,2,0,0,1,.,9-Aug,18,23,0.6571429,0.6,1.53772,1.259782,0.5322532,0.4780141,1,Tekhand,15,1,8,1,14,2.923405,0,0,0,0,1,0
TK031,1,1,1,2-3 hours,9-Aug,7,6,0.1714286,0.2333333,-2.083614,-3.271582,-0.8202845,-0.5923591,1,1,1,1,1,1,1,0,1-2 hours,9-Aug,14,13,0.3714286,0.4666667,-0.4181512,-0.2091443,-0.1829126,-0.106875,1,Tekhand,14,1,,1,14,2.130819,,,,,,
TK032,1,0,0,Less than 1 hour,7-Jun,9,7,0.2,0.3,-1.852121,-1.528429,-0.790233,-0.590115,1,1,2,1,1,1,0,0,1-2 hours,7-Apr,19,18,0.5294118,0.6333333,0.7513826,0.6618828,0.2480125,0.254999,1,Tekhand,13,1,6,1,17,-2.106704,0,0,1,0,0,0
TK034,1,0,0,Less than 1 hour,7-Jun,7,3,0.0857143,0.2333333,-1.406248,-0.9834436,-1.015782,-0.7620986,1,1,1,1,1,0,0,1,.,7-Apr,12,12,0.3529412,0.4,-0.6189864,-0.3776473,-0.2186399,-0.1213854,1,Tekhand,12,1,7,0,15,-0.8334637,0,0,0,1,0,0
TK035,0,0,0,.,7-Jun,6,7,0.2,0.2,-1.314248,-0.9095384,-1.671322,-1.50542,0,1,1,1,1,0,0,0,.,7-Apr,9,13,0.3823529,0.3,-0.8174854,-0.5111498,-1.740242,-1.97086,0,Tekhand,11,1,7,1,17,-2.249416,0,0,0,1,0,0
TK037,1,1,0,1-2 hours,9-Aug,6,13,0.3714286,0.2,-1.087385,-0.8535109,-1.090603,-0.9973109,1,2,1,1,1,1,0,0,More than 4 hours,9-Aug,17,17,0.4857143,0.5666667,0.2097649,0.3003861,-0.0278821,0.050627,1,Tekhand,15,0,,1,19,0.1241006,,,,,,
TK038,1,0,0,1-2 hours,9-Aug,12,9,0.2571429,0.4,0.2897236,0.2859082,0.3730436,0.4035545,1,3,3,2,2,1,0,0,1-2 hours,9-Aug,22,24,0.6857143,0.7333333,1.807821,1.423148,1.495643,1.345291,1,Tekhand,,1,9,1,19,1.700371,0,0,0,0,0,1
TK039,0,0,1,.,9-Aug,6,12,0.3428572,0.2,0.2483946,0.2695489,-0.8418434,-0.7840185,1,3,1,2,1,0,0,1,.,9-Aug,10,16,0.4571429,0.3333333,0.1684683,0.2329606,-1.269443,-0.9278965,1,Tekhand,15,1,9,0,15,0.8538604,0,0,0,0,0,1
TK040,0,0,1,.,9-Aug,5,7,0.2,0.1666667,-0.8405388,-0.5334361,-1.342342,-1.738893,1,1,1,1,1,1,1,0,2-3 hours,7-Apr,9,7,0.2058824,0.3,-0.6830402,-0.3672774,-1.138747,-0.7726778,1,Tekhand,16,1,9,1,15,-0.0459352,0,0,0,0,0,1
TK042,0,0,0,.,7-Jun,13,12,0.3428572,0.4333333,0.1667059,0.2024812,-0.3831138,-0.2912347,0,3,2,2,2,0,0,1,.,7-Apr,9,12,0.3529412,0.3,-0.8993903,-0.6393997,-1.47868,-1.23968,1,Tekhand,14,1,7,0,15,-0.9286163,0,0,0,1,0,0
TK044,0,0,1,.,7-Jun,9,9,0.2571429,0.3,-0.5141362,-0.3265212,-0.855545,-0.6072935,1,2,2,1,1,0,1,0,.,7-Apr,17,10,0.2941177,0.5666667,-0.6467941,-0.3873506,0.008702,0.0570115,1,Tekhand,10,0,6,0,12,-0.5814483,0,0,1,0,0,0
TK045,1,1,0,Less than 1 hour,9-Aug,6,10,0.2857143,0.2,0.2189873,0.2189958,-0.8062281,-0.6832831,1,3,1,2,1,0,0,1,.,9-Aug,10,19,0.5428572,0.3333333,1.138486,0.9197232,-0.44274,-0.2712167,1,Tekhand,13,1,8,0,17,-2.074339,0,0,0,0,1,0
TK046,1,1,0,1-2 hours,9-Aug,23,19,0.5428572,0.7666667,2.274491,1.852115,2.182574,1.91884,1,5,5,3,3,,,,.,,,,,,,,,,,Tekhand,15,0,9,1,16,0.1241006,0,0,0,0,0,1
TK047,1,1,0,1-2 hours,9-Aug,12,12,0.3428572,0.4,0.5146312,0.5495618,0.3168267,0.3705945,1,4,3,2,2,,,,.,,,,,,,,,,,Tekhand,,0,8,1,13,1.4008,0,0,0,0,1,0
TK048,1,1,0,1-2 hours,9-Aug,8,12,0.3428572,0.2666667,1.050114,0.9634531,-0.5056466,-0.2754684,1,4,1,3,1,,,,.,,,,,,,,,,,Tekhand,,0,9,1,12,0.1241006,0,0,0,0,0,1
TK049,0,0,1,.,7-Jun,21,21,0.6,0.7,1.809165,1.549004,1.584096,1.337341,1,5,5,3,3,0,0,1,.,7-Apr,16,29,0.8529412,0.5333334,2.72691,2.15212,-0.2112449,-0.1971257,1,Tekhand,,0,7,1,19,0.5956523,0,0,0,1,0,0
TK050,0,0,1,.,7-Jun,20,17,0.4857143,0.6666667,1.13782,1.021919,1.21131,1.053015,1,5,5,3,3,0,0,0,.,7-Apr,24,25,0.7352941,0.8,1.812899,1.433438,1.677309,1.456157,0,Tekhand,,0,7,1,12,0.1241006,0,0,0,1,0,0
TK051,1,1,0,Less than 1 hour,9-Aug,13,8,0.2285714,0.4333333,0.3076385,0.3414133,0.0183726,0.1663791,1,3,2,2,2,0,0,1,.,9-Aug,18,20,0.5714286,0.6,1.253238,1.013418,0.7085555,0.6314608,1,Tekhand,14,0,9,1,12,0.1241006,0,0,0,0,0,1
TK052,1,0,0,1-2 hours,7-Jun,16,11,0.3142857,0.5333334,0.2315949,0.2447064,0.4531096,0.4581668,1,4,5,2,3,1,1,0,More than 4 hours,7-Apr,16,21,0.6176471,0.5333334,1.128731,0.9080606,0.2090547,0.2903035,1,Tekhand,10,1,6,1,17,-3.807322,0,0,1,0,0,0
TK054,1,0,0,1-2 hours,7-Jun,4,4,0.1142857,0.1333333,-1.110049,-0.7008551,-1.870475,-2.232136,1,2,1,1,1,0,1,0,.,7-Apr,4,10,0.2941177,0.1333333,-0.360273,-0.1451997,-1.743498,-2.037926,1,Tekhand,10,0,6,0,13,-1.47606,0,0,1,0,0,0
TK055,1,1,1,More than 4 hours,9-Aug,15,17,0.4857143,0.5,1.509009,1.305107,0.7093954,0.6531034,1,5,4,3,2,0,0,0,.,9-Aug,19,17,0.4857143,0.6333333,0.6091388,0.570088,0.6474485,0.5515344,0,Tekhand,14,0,9,0,19,0.2161191,0,0,0,0,0,1
TK058,0,0,0,.,9-Aug,12,12,0.3428572,0.4,0.456219,0.3682817,0.1889548,0.2673401,0,3,3,2,2,0,0,0,.,9-Aug,19,18,0.5142857,0.6333333,1.080413,0.8430369,0.8384539,0.7518319,0,Tekhand,13,1,8,0,17,-0.5814483,0,0,0,0,1,0
TK059,1,0,0,1-2 hours,9-Aug,9,10,0.2857143,0.3,0.3963959,0.4124369,-0.1328247,0.0511544,1,3,2,2,1,1,1,0,Less than 1 hour,9-Aug,11,16,0.4571429,0.3666667,0.4700873,0.4389403,-0.8940565,-0.6336488,1,Tekhand,14,0,9,0,13,-2.106704,0,0,0,0,0,1
TK060,1,0,0,1-2 hours,7-Jun,16,10,0.2857143,0.5333334,0.2117512,0.233865,0.112941,0.1532198,1,4,4,2,2,0,0,1,.,7-Apr,22,23,0.6764706,0.7333333,1.688465,1.340555,1.072047,0.917218,1,Tekhand,,0,6,1,13,-0.6318316,0,0,1,0,0,0
TK062,0,0,0,.,9-Aug,11,7,0.2,0.3666667,-0.4581235,-0.3036386,0.0100879,0.157253,0,1,3,1,2,0,0,1,.,9-Aug,13,13,0.3714286,0.4333333,-0.2481146,-0.0828641,-0.5664732,-0.3732994,1,Tekhand,14,0,8,1,13,-0.6394123,0,0,0,0,1,0
TK063,1,0,0,1-2 hours,7-Jun,6,9,0.2571429,0.2,-0.3775292,-0.2470093,-1.985538,-1.932935,1,2,1,2,1,0,0,1,.,7-Apr,9,16,0.4705882,0.3,0.3075384,0.332151,-0.8773617,-0.6363736,1,Tekhand,12,0,6,0,13,0.5956523,0,0,1,0,0,0
TK065,0,1,0,.,7-Jun,14,6,0.1714286,0.4666667,-0.9469833,-0.5969383,-0.0505104,0.008302,1,2,4,1,2,0,1,0,.,7-Apr,5,13,0.3823529,0.1666667,-0.6724811,-0.4037584,-1.398896,-1.023655,1,Tekhand,11,0,6,0,13,-2.489697,0,0,1,0,0,0
TK066,1,0,0,Less than 1 hour,7-Jun,11,16,0.4571429,0.3666667,0.8389492,0.7563675,-0.1461781,-0.0608977,1,5,3,3,2,1,0,0,1-2 hours,7-Apr,10,22,0.6470588,0.3333333,1.317924,1.057025,-0.6486135,-0.4113535,1,Tekhand,13,0,7,0,13,-0.6318316,0,0,0,1,0,0
TK067,1,1,1,3-4 hours,7-Jun,13,12,0.3428572,0.4333333,0.362405,0.3566178,-0.455804,-0.334544,1,4,3,3,2,1,0,0,Less than 1 hour,7-Apr,19,12,0.3529412,0.6333333,-0.3107335,-0.1136784,0.4780687,0.4796475,1,Tekhand,13,1,6,0,17,-0.1718938,0,0,1,0,0,0
TK068,1,1,1,Less than 1 hour,7-Jun,13,11,0.3142857,0.4333333,0.0846939,0.1351358,-0.3226376,-0.2892776,1,3,3,2,2,0,0,1,.,7-Apr,18,17,0.5,0.6,0.2932843,0.2908221,0.6148196,0.5402314,1,Tekhand,12,0,6,1,13,-2.106704,0,0,1,0,0,0
TK070,0,0,0,.,7-Jun,13,8,0.2285714,0.4333333,-1.58512,-1.17776,-0.328449,-0.2002026,0,1,2,1,2,0,0,1,.,7-Apr,14,12,0.3529412,0.4666667,-0.3029772,-0.1184787,-0.2995922,-0.1699907,1,Tekhand,12,0,7,1,13,-0.1602799,0,0,0,1,0,0
TK071,1,0,0,1-2 hours,7-Jun,12,6,0.1714286,0.4,-0.5382612,-0.3085562,-0.0493337,0.0151352,1,2,3,1,2,0,0,1,.,7-Apr,16,23,0.6764706,0.5333334,1.280016,1.041886,0.1772861,0.1910469,1,Tekhand,,0,7,1,13,-0.6318316,0,0,0,1,0,0
TK072,1,1,1,1-2 hours,9-Aug,13,7,0.2,0.4333333,-0.5239435,-0.3344529,0.1419698,0.3328987,1,1,3,1,2,0,1,1,.,9-Aug,5,13,0.3714286,0.1666667,-0.3758054,-0.2803435,-1.410121,-1.614892,1,Tekhand,15,1,8,1,17,-1.539013,0,0,0,0,1,0
TK073,0,1,0,.,7-Jun,24,18,0.5142857,0.8,1.588301,1.243344,2.063192,1.721785,1,5,5,3,3,0,0,1,.,7-Apr,26,27,0.7941176,0.8666667,2.226413,1.776746,2.111562,1.941272,1,Tekhand,,1,6,1,16,0.8180357,0,0,1,0,0,0
TK074,0,0,0,.,9-Aug,11,14,0.4,0.3666667,-0.1072598,-0.0992306,-0.0138369,0.0854056,0,2,3,1,2,0,0,1,.,9-Aug,21,17,0.4857143,0.7,0.8485475,0.7191285,1.264619,1.148837,1,Tekhand,13,0,8,1,16,-0.5814483,0,0,0,0,1,0
TK075,1,1,0,Less than 1 hour,7-Jun,15,11,0.3142857,0.5,-0.0436341,-0.032873,0.0399688,0.0874966,1,3,3,2,2,0,0,1,.,7-Apr,15,16,0.4705882,0.5,0.221047,0.2997444,-0.3784939,-0.2139363,1,Tekhand,12,0,7,0,12,-1.439609,0,0,0,1,0,0
TK076,1,1,0,2-3 hours,7-Jun,13,14,0.4,0.4333333,0.7239345,0.6959912,-0.320708,-0.2018664,1,5,3,3,2,0,0,1,.,7-Apr,16,22,0.6470588,0.5333334,0.9986233,0.8059307,0.1314136,0.1782969,1,Tekhand,10,0,6,1,12,-1.337381,0,0,1,0,0,0
TK077,1,1,0,1-2 hours,7-Jun,7,10,0.2857143,0.2333333,-0.7892457,-0.5443246,-1.050892,-0.8354883,1,2,2,1,1,0,0,1,.,7-Apr,8,15,0.4411765,0.2666667,-0.3478395,-0.1216756,-1.25745,-0.935294,1,Tekhand,10,0,6,0,12,-2.174028,0,0,1,0,0,0
TK078,1,1,0,1-2 hours,7-Jun,8,8,0.2285714,0.2666667,-1.436442,-1.070777,-1.363696,-1.097493,1,1,1,1,1,0,0,1,.,7-Apr,10,14,0.4117647,0.3333333,-0.585095,-0.3457789,-0.9521431,-0.6436349,1,Tekhand,12,0,6,0,12,-2.174344,0,0,1,0,0,0
TK079,1,1,0,1-2 hours,7-Jun,10,11,0.3142857,0.3333333,0.0153481,0.1283811,-0.9382041,-0.722234,1,3,2,2,1,1,0,1,1-2 hours,7-Apr,6,15,0.4411765,0.2,0.233183,0.3110829,-1.274914,-1.596987,1,Tekhand,12,0,6,0,12,1.289587,0,0,1,0,0,0
TK081,0,0,1,.,9-Aug,14,14,0.4,0.4666667,0.952438,0.8423291,0.4155635,0.4766268,1,4,3,2,2,0,0,0,.,9-Aug,17,20,0.5714286,0.5666667,1.331222,1.088466,0.5766879,0.5322329,0,Tekhand,14,1,9,0,16,-0.6318316,0,0,0,0,0,1
TK082,1,1,0,1-2 hours,7-Jun,15,10,0.2857143,0.5,-0.41757,-0.2426361,0.0068211,0.0631362,1,2,3,2,2,0,0,1,.,7-Apr,13,13,0.3823529,0.4333333,-0.3165444,-0.1688977,-0.1596672,-0.0619259,1,Tekhand,14,1,7,1,14,-1.337381,0,0,0,1,0,0
TK083,0,0,0,.,9-Aug,6,12,0.3428572,0.2,0.2652917,0.2569522,-0.9322345,-0.7830167,0,2,1,2,1,0,0,1,.,9-Aug,17,16,0.4571429,0.5666667,0.5892429,0.5567137,0.6646566,0.6230791,1,Tekhand,17,1,9,0,17,1.623184,0,0,0,0,0,1
TK084,1,1,1,1-2 hours,9-Aug,13,10,0.2857143,0.4333333,0.0971087,0.1481355,0.4937089,0.5523014,1,2,3,2,2,0,0,1,.,9-Aug,20,17,0.4857143,0.6666667,0.8346479,0.738997,0.9848855,0.8927758,1,Tekhand,14,1,9,0,14,-1.337381,0,0,0,0,0,1
TK085,0,0,0,.,7-Jun,11,9,0.2571429,0.3666667,-0.2422464,-0.1334045,-0.335116,-0.220195,0,3,2,2,2,0,0,1,.,7-Apr,14,10,0.2941177,0.4666667,-0.606859,-0.3072376,-0.1031168,0.0011088,1,Tekhand,14,1,7,0,16,-2.106704,0,0,0,1,0,0
TK086,0,1,0,.,9-Aug,9,8,0.2285714,0.3,-1.276923,-1.028947,-0.2485242,-0.0693202,1,1,2,1,1,1,0,0,2-3 hours,9-Aug,16,12,0.3428572,0.5333334,-0.3841018,-0.1607516,0.4186698,0.3705192,1,Tekhand,14,1,9,0,17,-1.409595,0,0,0,0,0,1
TK087,0,1,0,.,9-Aug,8,10,0.2857143,0.2666667,-0.2376987,-0.1774806,-0.3817053,-0.2300048,1,2,1,1,1,,,,.,,,,,,,,,,,Tekhand,14,1,9,0,17,-1.337381,0,0,0,0,0,1
TK088,1,1,0,Less than 1 hour,9-Aug,9,7,0.2,0.3,0.0092123,0.125367,-0.3749727,-0.3160848,1,2,2,2,1,0,0,0,.,9-Aug,12,18,0.5142857,0.4,0.4996352,0.4275043,-0.3309403,-0.1641553,0,Tekhand,15,1,8,1,17,-0.70722,0,0,0,0,1,0
TK089,1,0,0,Less than 1 hour,7-Jun,15,13,0.3714286,0.5,0.1638982,0.1590724,0.2570266,0.2935638,1,3,3,2,2,,,,.,,,,,,,,,,,Tekhand,,1,7,0,14,-2.282067,0,0,0,1,0,0
TK092,1,1,0,2-3 hours,9-Aug,11,11,0.3142857,0.3666667,0.013826,0.0012604,-0.1874353,-0.049872,1,2,2,2,2,1,0,0,1-2 hours,9-Aug,14,23,0.6571429,0.4666667,1.853871,1.474257,-0.0063548,0.0357896,1,Tekhand,14,1,8,1,16,0.4142917,0,0,0,0,1,0
TK094,0,1,0,.,7-Jun,9,8,0.2285714,0.3,-1.038659,-0.7254471,-0.9560983,-0.7490268,1,1,2,1,1,0,0,0,.,7-Apr,11,12,0.3529412,0.3666667,-0.2893901,-0.0613405,-0.44834,-0.2628438,0,Tekhand,11,1,7,1,15,1.389187,0,0,0,1,0,0
TK095,0,0,1,.,7-Jun,16,10,0.2857143,0.5333334,0.225148,0.2526428,0.2942391,0.3252776,1,3,4,2,2,0,0,1,.,7-Apr,25,11,0.3235294,0.8333333,-0.6960038,-0.4113123,1.842833,1.665506,1,Tekhand,13,1,7,1,19,1.913375,0,0,0,1,0,0
TK096,0,0,1,.,7-Jun,11,8,0.2285714,0.3666667,-0.4161624,-0.2315488,-0.5181623,-0.3674239,1,2,3,2,2,0,0,0,.,7-Apr,19,23,0.6764706,0.6333333,1.317851,1.048549,0.5728661,0.5182466,0,Tekhand,11,1,6,1,17,-0.2912572,0,0,1,0,0,0
TK097,0,0,1,.,9-Aug,15,16,0.4571429,0.5,0.8216706,0.8008554,0.6505876,0.6053148,1,4,4,3,2,0,0,1,.,9-Aug,22,21,0.6,0.7333333,1.429224,1.138821,1.199174,1.034445,1,Tekhand,14,1,8,1,17,-0.5814483,0,0,0,0,1,0
TK098,0,0,1,.,7-Jun,21,13,0.3714286,0.7,0.279357,0.3345745,1.272105,1.07015,1,4,5,3,3,0,0,1,.,7-Apr,24,26,0.7647059,0.8,2.11883,1.618371,1.565151,1.360503,1,Tekhand,10,1,6,1,17,-0.5814483,0,0,1,0,0,0
TK100,1,1,0,1-2 hours,7-Jun,9,9,0.2571429,0.3,-0.2537439,-0.1386941,-1.003223,-0.712384,1,2,2,2,1,1,0,0,Less than 1 hour,7-Apr,11,11,0.3235294,0.3666667,-0.6603626,-0.4000769,-0.6223441,-0.400238,1,Tekhand,11,1,6,0,14,1.4008,0,0,1,0,0,0
TK101,0,1,0,.,7-Jun,21,10,0.2857143,0.7,-0.4419925,-0.3313474,1.408987,1.149454,1,2,5,1,3,0,0,1,.,7-Apr,21,23,0.6764706,0.7,1.519572,1.163728,0.9739636,0.8445793,1,Tekhand,13,1,7,0,16,-2.106704,0,0,0,1,0,0
TK102,0,1,0,.,7-Jun,19,9,0.2571429,0.6333333,0.0158646,0.0942882,0.9920545,0.831138,1,3,5,2,3,0,0,1,.,7-Apr,20,20,0.5882353,0.6666667,1.306553,1.06766,0.806033,0.7219639,1,Tekhand,,1,7,0,16,-1.337381,0,0,0,1,0,0
TK103,0,0,1,.,9-Aug,12,15,0.4285714,0.4,1.550693,1.2968,0.267763,0.3786957,1,5,3,3,2,0,0,1,.,7-Apr,20,19,0.5588235,0.6666667,0.914055,0.7674136,0.6607804,0.5832385,1,Tekhand,,1,8,0,16,0.1241006,0,0,0,0,1,0
TK104,0,0,1,.,9-Aug,19,15,0.4285714,0.6333333,1.634699,1.407795,1.576862,1.310059,1,5,5,3,3,1,0,0,1-2 hours,9-Aug,23,27,0.7714286,0.7666667,2.506855,1.939902,1.744036,1.518454,1,Tekhand,14,1,8,0,14,0.1241006,0,0,0,0,1,0
TK105,0,1,0,.,9-Aug,9,11,0.3142857,0.3,-0.5872046,-0.3958267,-0.9209011,-0.7529379,1,1,1,1,1,0,1,0,.,9-Aug,13,19,0.5428572,0.4333333,0.8995593,0.744557,-0.676671,-0.4604324,1,Tekhand,14,1,8,1,17,0.8672516,0,0,0,0,1,0
TK106,0,1,0,.,7-Jun,6,5,0.1428571,0.2,-1.181438,-0.6831312,-1.498654,-1.254892,1,1,1,1,1,0,1,0,.,7-Apr,13,12,0.3529412,0.4333333,-1.075375,-0.7066391,-1.137243,-0.925436,1,Tekhand,13,1,7,0,17,0.8672516,0,0,0,1,0,0
TK107,0,1,0,.,9-Aug,9,7,0.2,0.3,-1.301977,-1.495457,-0.4398133,-0.3104858,1,1,2,1,1,0,0,0,.,9-Aug,14,11,0.3142857,0.4666667,-0.4249914,-0.1909657,-0.0091627,0.040051,0,Tekhand,13,1,8,1,19,-0.5456237,0,0,0,0,1,0
TK108,1,1,0,3-4 hours,7-Jun,17,13,0.3714286,0.5666667,-0.6689104,-0.5164807,0.6856232,0.5992173,1,2,4,1,3,0,0,1,.,7-Apr,22,14,0.4117647,0.7333333,0.0143176,0.0895534,0.8845673,0.7389461,1,Tekhand,12,1,7,1,12,-1.495803,0,0,0,1,0,0
TK109,0,0,1,.,7-Jun,23,10,0.2857143,0.7666667,0.1493975,0.1603757,1.854657,1.540334,1,3,5,2,3,1,1,1,1-2 hours,7-Apr,23,21,0.6176471,0.7666667,1.367026,1.098433,1.516555,1.284653,1,Tekhand,,1,6,1,15,-1.047189,0,0,1,0,0,0
TK110,1,1,0,1-2 hours,9-Aug,14,11,0.3142857,0.4666667,0.3023134,0.2591761,0.7031997,0.6797639,1,3,4,2,2,0,0,1,.,9-Aug,21,24,0.6857143,0.7,1.681695,1.326674,1.030669,0.8577336,1,Tekhand,14,1,8,1,17,0.1241006,0,0,0,0,1,0
TK111,1,0,0,Less than 1 hour,9-Aug,7,11,0.3142857,0.2333333,0.6641744,0.6682574,-0.7022643,-0.466667,1,4,1,3,1,1,0,0,2-3 hours,9-Aug,8,14,0.4,0.2666667,0.2023957,0.2660351,-1.664336,-1.922804,1,Tekhand,13,1,8,0,19,1.623184,0,0,0,0,1,0
TK112,0,0,1,.,7-Jun,16,10,0.2857143,0.5333334,0.0191453,0.1201598,0.1995522,0.2795367,1,3,4,2,3,0,0,1,.,7-Apr,20,22,0.6470588,0.6666667,1.171447,0.946098,1.007811,0.8381484,1,Tekhand,11,1,6,1,13,-4.957415,0,0,1,0,0,0
TK113,0,0,0,.,7-Jun,6,7,0.2,0.2,-1.580602,-1.071618,-1.364973,-1.097598,0,1,1,1,1,1,0,0,2-3 hours,7-Apr,10,3,0.0882353,0.3333333,-2.113384,-3.148444,-1.554145,-1.315458,1,Tekhand,12,1,7,1,15,1.289587,0,0,0,1,0,0
TK114,1,1,0,1-2 hours,7-Jun,16,12,0.3428572,0.5333334,0.3993436,0.4034186,0.4853022,0.4785687,1,4,5,3,3,0,0,1,.,7-Apr,19,17,0.5,0.6333333,0.7816111,0.6936849,0.7062359,0.6168854,1,Tekhand,11,0,6,0,13,0.1241006,0,0,1,0,0,0
TK115,1,1,1,Less than 1 hour,7-Jun,6,3,0.0857143,0.2,-1.796364,-1.90335,-1.169166,-0.9231279,1,1,2,1,1,0,0,1,.,7-Apr,9,16,0.4705882,0.3,0.3215899,0.3312613,-0.9906874,-0.6758134,1,Tekhand,11,1,6,1,16,-2.106704,0,0,1,0,0,0
TK116,0,1,0,.,9-Aug,12,10,0.2857143,0.4,-0.3182943,-0.2262033,0.5797638,0.5866335,1,2,4,1,2,1,0,0,1-2 hours,9-Aug,15,20,0.5714286,0.5,1.085372,0.9187508,-0.0782322,-0.004939,1,Tekhand,12,1,8,0,16,0.8858434,0,0,0,0,1,0
TK117,1,1,0,1-2 hours,7-Jun,16,8,0.2285714,0.5333334,-0.6797308,-0.4060485,0.3593353,0.3844437,1,2,4,1,3,0,0,1,.,7-Apr,12,17,0.5,0.4,0.5752538,0.5382196,-0.7050496,-0.5099106,1,Tekhand,12,1,6,0,14,2.160308,0,0,1,0,0,0
TK118,1,1,0,1-2 hours,7-Jun,16,12,0.3428572,0.5333334,0.0926568,0.1114329,0.094368,0.1681119,1,3,4,2,3,0,0,1,.,7-Apr,18,16,0.4705882,0.6,0.2669137,0.3065885,0.3510924,0.3738084,1,Tekhand,11,1,6,0,14,0.1241006,0,0,1,0,0,0
TK122,1,0,0,Less than 1 hour,7-Jun,10,9,0.2571429,0.3333333,-0.2875593,-0.1347481,-0.7512976,-0.5396078,1,2,2,2,1,0,1,0,.,7-Apr,10,10,0.2941177,0.3333333,-0.7635811,-0.4342103,-0.4643362,-0.2780964,1,Tekhand,12,1,6,0,15,-0.9107194,0,0,1,0,0,0
TK123,1,1,0,3-4 hours,7-Jun,5,11,0.3142857,0.1666667,0.0949755,0.1652738,-1.683101,-1.966436,1,3,1,2,1,,,,.,,,,,,,,,,,Tekhand,11,1,7,0,15,0.6952515,0,0,0,1,0,0
TK125,0,0,0,.,7-Jun,15,5,0.1428571,0.5,-1.21961,-1.352823,-0.0283049,0.0246622,0,1,4,1,2,,,,.,,,,,,,,,,,Tekhand,13,1,6,0,17,-1.635152,0,0,1,0,0,0
TK126,1,1,0,Less than 1 hour,9-Aug,7,9,0.2571429,0.2333333,-0.6616096,-0.4656757,-0.653178,-0.4662839,1,1,1,1,1,1,0,0,1-2 hours,9-Aug,12,15,0.4285714,0.4,-0.4223791,-0.1770931,-0.5432684,-0.364307,1,Tekhand,16,1,9,1,17,-1.576518,0,0,0,0,0,1
TK127,1,1,0,Less than 1 hour,7-Jun,17,6,0.1714286,0.5666667,-0.6222422,-0.3524179,0.2760737,0.2985994,1,2,3,1,2,0,1,0,.,7-Apr,12,8,0.2352941,0.4,-0.5522554,-0.2628565,-0.7701639,-0.5615927,1,Tekhand,13,1,7,0,14,-1.576518,0,0,0,1,0,0
TK128,1,1,0,3-4 hours,7-Jun,12,12,0.3428572,0.4,-0.0259958,0.0694868,-0.4560583,-0.3092708,1,3,3,2,2,0,1,0,.,7-Apr,5,12,0.3529412,0.1666667,-0.0790251,0.0516884,-1.440992,-1.119197,1,Tekhand,12,1,6,0,19,-4.093444,0,0,1,0,0,0
TK129,1,0,0,Less than 1 hour,9-Aug,11,13,0.3714286,0.3666667,0.4924403,0.4339046,0.085996,0.1566344,1,3,2,2,2,1,0,0,Less than 1 hour,9-Aug,20,18,0.5142857,0.6666667,0.9627706,0.8363987,0.8983051,0.8246422,1,Tekhand,16,1,9,1,17,-2.237803,0,0,0,0,0,1
TK130,1,1,0,Less than 1 hour,9-Aug,15,16,0.4571429,0.5,1.505617,1.396219,1.195222,1.073845,1,5,5,3,3,0,0,1,.,9-Aug,19,27,0.7714286,0.6333333,2.494285,1.939732,0.9399658,0.8240867,1,Tekhand,16,1,9,1,14,-0.1602799,0,0,0,0,0,1
TK131,1,1,0,Less than 1 hour,7-Jun,13,11,0.3142857,0.4333333,-0.8225931,-0.4730727,-0.1941262,-0.0870782,1,2,3,1,2,0,0,1,.,7-Apr,20,17,0.5,0.6666667,0.1652672,0.2338108,0.6991959,0.6413516,1,Tekhand,13,1,6,1,14,-1.310373,0,0,1,0,0,0
TK132,1,1,1,1-2 hours,9-Aug,8,9,0.2571429,0.2666667,-0.7186565,-0.4650755,-0.6476244,-0.5893232,1,1,1,1,1,0,1,0,.,9-Aug,15,7,0.2,0.5,-1.300807,-0.8295339,-0.3981436,-0.2807893,1,Tekhand,13,1,8,0,14,-0.9738676,0,0,0,0,1,0
TK133,1,1,1,1-2 hours,7-Jun,11,8,0.2285714,0.3666667,-0.0185818,0.0621149,-0.4619601,-0.2929899,1,3,3,2,2,,,,.,,,,,,,,,,,Tekhand,10,1,6,0,14,0.0847955,0,0,1,0,0,0
