st_id,st_tui_math1,st_tui_hindi1,st_tui_other1,st_tui_math_hrs1,ts_grade1,tot_hindi1,tot_math1,per_math1,per_hindi1,m_theta_eap1,m_theta_mle1,h_theta_eap1,h_theta_mle1,any_tuition1,quint_math1,quint_hindi1,terc_math1,terc_hindi1,st_tui_math2,st_tui_hindi2,st_tui_other2,st_tui_math_hrs2,ts_grade2,tot_hindi2,tot_math2,per_math2,per_hindi2,m_theta_eap2,m_theta_mle2,h_theta_eap2,h_theta_mle2,any_tuition2,ms_center1,st_age1,st_female1,st_grade1,treat,strata,ses_index,d_sch_grade4,d_sch_grade5,d_sch_grade6,d_sch_grade7,d_sch_grade8,d_sch_grade9
TK429,0,0,0,.,9-Aug,21,11,0.3142857,0.7,0.9227136,0.9454719,1.52761,1.305467,0,4,5,3,3,0,0,1,.,9-Aug,26,26,0.7428572,0.8666667,2.070914,1.645762,2.313553,2.184644,1,Tekhand,13,1,8,0,17,0.1485701,0,0,0,0,1,0
TK430,0,0,0,.,7-Jun,8,7,0.2,0.2666667,-0.1830427,-0.0432679,-0.7521555,-0.5266002,0,3,2,2,2,0,1,0,.,7-Apr,7,13,0.3823529,0.2333333,0.1783204,0.2427763,-1.288784,-1.051001,1,Tekhand,14,1,6,1,15,0.8180357,0,0,1,0,0,0
TK431,0,0,1,.,7-Jun,11,9,0.2571429,0.3666667,-1.343782,-0.8388124,-0.8262711,-0.6170104,1,2,1,1,1,0,0,0,.,7-Apr,18,19,0.5588235,0.6,0.6483994,0.5628236,0.3808173,0.3723153,0,Tekhand,13,1,,1,14,1.690992,,,,,,
TK432,0,0,0,.,7-Jun,8,12,0.3428572,0.2666667,-0.1547147,-0.0978967,-1.509438,-1.491274,0,3,1,2,1,0,0,1,.,7-Apr,18,22,0.6470588,0.6,1.007051,0.8572703,0.2984024,0.29718,1,Tekhand,13,1,7,1,15,0.5956523,0,0,0,1,0,0
TK433,1,0,0,1-2 hours,9-Aug,11,13,0.3714286,0.3666667,0.7640774,0.7871405,0.3040679,0.4135455,1,4,3,2,2,0,0,1,.,9-Aug,19,26,0.7428572,0.6333333,2.303627,1.772386,0.7929543,0.7111098,1,Tekhand,,1,9,1,14,-1.337381,0,0,0,0,0,1
TK434,1,0,0,Less than 1 hour,9-Aug,17,11,0.3142857,0.5666667,0.4021209,0.4155068,0.9945131,0.8617329,1,3,4,2,3,,,,.,,,,,,,,,,,Tekhand,16,1,9,1,17,0.7185146,0,0,0,0,0,1
TK435,1,1,0,3-4 hours,7-Jun,10,14,0.4,0.3333333,0.5685803,0.5301908,-0.7188405,-0.5091844,1,4,2,3,1,1,0,0,2-3 hours,7-Apr,11,17,0.5,0.3666667,0.5125229,0.4762141,-0.412702,-0.2643778,1,Tekhand,14,1,7,1,16,-2.785245,0,0,0,1,0,0
TK436,1,0,0,Less than 1 hour,7-Jun,19,9,0.2571429,0.6333333,-0.1466024,-0.013121,1.165096,0.9795162,1,3,5,2,3,0,0,1,.,7-Apr,18,12,0.3529412,0.6,-0.3161935,-0.1449708,0.0590503,0.0860692,1,Tekhand,13,1,7,0,17,0.197786,0,0,0,1,0,0
TK437,0,0,1,.,9-Aug,16,12,0.3428572,0.5333334,1.022226,0.9282147,1.156843,1.050066,1,4,5,3,3,0,1,0,.,9-Aug,25,23,0.6571429,0.8333333,1.854406,1.440945,2.024284,1.847309,1,Tekhand,15,1,9,1,17,0.197786,0,0,0,0,0,1
TK438,1,1,0,3-4 hours,9-Aug,13,11,0.3142857,0.4333333,0.4176121,0.3656414,0.3137656,0.3975981,1,3,3,2,2,0,0,1,.,9-Aug,13,22,0.6285715,0.4333333,1.669137,1.297641,0.0989614,0.1360055,1,Tekhand,15,1,9,1,16,-2.015922,0,0,0,0,0,1
TK439,1,0,0,.,9-Aug,8,14,0.4,0.2666667,-0.5208719,-0.4431394,-0.4909864,-0.3188185,1,1,2,1,1,0,0,1,.,9-Aug,19,15,0.4285714,0.6333333,-0.105083,0.0045229,0.5184409,0.4682443,1,Tekhand,13,1,8,1,17,-0.5456237,0,0,0,0,1,0
TK440,1,0,0,2-3 hours,9-Aug,3,10,0.2857143,0.1,-1.277234,-0.9698371,-2.044353,-3.509269,1,1,1,1,1,1,0,0,1-2 hours,9-Aug,6,7,0.2,0.2,-1.454302,-1.534957,-1.689906,-1.933039,1,Tekhand,14,1,8,0,17,1.02349,0,0,0,0,1,0
TK441,1,0,1,More than 4 hours,9-Aug,7,14,0.4,0.2333333,0.8422548,0.7859958,-0.7830719,-0.7858138,1,4,1,3,1,0,1,0,.,9-Aug,13,9,0.2571429,0.4333333,-1.637641,-1.439769,-0.095204,-0.0260109,1,Tekhand,12,1,8,0,14,0.1241006,0,0,0,0,1,0
TK442,0,1,0,.,7-Jun,10,10,0.2857143,0.3333333,-1.164574,-0.8053869,-0.9576119,-0.787016,1,1,1,1,1,1,0,0,More than 4 hours,7-Apr,7,9,0.2647059,0.2333333,-1.188421,-0.7209574,-1.591979,-1.346395,1,Tekhand,12,1,7,0,17,-0.5814483,0,0,0,1,0,0
TK443,1,0,1,1-2 hours,9-Aug,16,18,0.5142857,0.5333334,1.909914,1.588853,0.9806849,0.8860428,1,5,5,3,3,,,,.,,,,,,,,,,,Tekhand,14,0,,0,19,1.721835,,,,,,
TK444,0,0,0,.,7-Jun,14,12,0.3428572,0.4666667,-0.4941842,-0.318473,0.2640677,0.3052844,0,2,4,1,2,0,0,1,.,7-Apr,19,16,0.4705882,0.6333333,0.249762,0.3196273,0.7473801,0.6262866,1,Tekhand,12,1,7,0,17,1.4008,0,0,0,1,0,0
TK448,0,0,1,.,7-Jun,9,11,0.3142857,0.3,-0.159917,-0.0731106,-0.8314766,-0.635989,1,3,2,2,1,0,0,1,.,7-Apr,9,12,0.3529412,0.3,0.2697941,0.3128735,-0.5768175,-0.3591568,1,Tekhand,10,1,7,0,14,-1.635152,0,0,0,1,0,0
TK450,1,0,0,1-2 hours,7-Jun,13,10,0.2857143,0.4333333,-0.0162096,0.0390025,-0.1185128,-0.0143401,1,3,4,2,2,1,1,0,1-2 hours,7-Apr,18,21,0.6176471,0.6,1.211428,0.9898279,0.7641813,0.7111098,1,Tekhand,10,1,6,0,19,-0.5490831,0,0,1,0,0,0
